Model,MDO4014B-3
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.2
Horizontal Delay,1.5
Sample Interval,2e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,1.4
,
,
,
Label,
TIME,CH1
1.719320e+00,0.1
1.719340e+00,0.12
1.719360e+00,0.1
1.719380e+00,0.1
1.719400e+00,0.06
1.719420e+00,0.04
1.719440e+00,0.08
1.719460e+00,0.06
1.719480e+00,0.04
1.719500e+00,-0.02
1.719520e+00,-0.06
1.719540e+00,-0.12
1.719560e+00,-0.1
1.719580e+00,-0.08
1.719600e+00,-0.1
1.719620e+00,-0.08
1.719640e+00,-0.08
1.719660e+00,-0.1
1.719680e+00,-0.1
1.719700e+00,-0.08
1.719720e+00,-0.06
1.719740e+00,-0.1
1.719760e+00,-0.12
1.719780e+00,-0.16
1.719800e+00,-0.12
1.719820e+00,-0.12
1.719840e+00,-0.12
1.719860e+00,-0.12
1.719880e+00,-0.22
1.719900e+00,-0.18
1.719920e+00,-0.2
1.719940e+00,-0.22
1.719960e+00,-0.2
1.719980e+00,-0.24
1.720000e+00,-0.22
1.720020e+00,-0.26
1.720040e+00,-0.26
1.720060e+00,-0.24
1.720080e+00,-0.26
1.720100e+00,-0.24
1.720120e+00,-0.26
1.720140e+00,-0.24
1.720160e+00,-0.22
1.720180e+00,-0.24
1.720200e+00,-0.26
1.720220e+00,-0.28
1.720240e+00,-0.26
1.720260e+00,-0.24
1.720280e+00,-0.22
1.720300e+00,-0.22
1.720320e+00,-0.26
1.720340e+00,-0.28
1.720360e+00,-0.28
1.720380e+00,-0.26
1.720400e+00,-0.24
1.720420e+00,-0.28
1.720440e+00,-0.28
1.720460e+00,-0.3
1.720480e+00,-0.28
1.720500e+00,-0.28
1.720520e+00,-0.28
1.720540e+00,-0.28
1.720560e+00,-0.28
1.720580e+00,-0.26
1.720600e+00,-0.24
1.720620e+00,-0.22
1.720640e+00,-0.24
1.720660e+00,-0.22
1.720680e+00,-0.2
1.720700e+00,-0.2
1.720720e+00,-0.2
1.720740e+00,-0.22
1.720760e+00,-0.26
1.720780e+00,-0.24
1.720800e+00,-0.26
1.720820e+00,-0.24
1.720840e+00,-0.28
1.720860e+00,-0.28
1.720880e+00,-0.28
1.720900e+00,-0.26
1.720920e+00,-0.24
1.720940e+00,-0.28
1.720960e+00,-0.28
1.720980e+00,-0.28
1.721000e+00,-0.28
1.721020e+00,-0.26
1.721040e+00,-0.26
1.721060e+00,-0.24
1.721080e+00,-0.22
1.721100e+00,-0.24
1.721120e+00,-0.24
1.721140e+00,-0.24
1.721160e+00,-0.24
1.721180e+00,-0.24
1.721200e+00,-0.22
1.721220e+00,-0.24
1.721240e+00,-0.26
1.721260e+00,-0.26
1.721280e+00,-0.3
1.721300e+00,-0.3
1.721320e+00,-0.28
1.721340e+00,-0.3
1.721360e+00,-0.3
1.721380e+00,-0.3
1.721400e+00,-0.32
1.721420e+00,-0.32
1.721440e+00,-0.3
1.721460e+00,-0.28
1.721480e+00,-0.28
1.721500e+00,-0.26
1.721520e+00,-0.24
1.721540e+00,-0.26
1.721560e+00,-0.26
1.721580e+00,-0.26
1.721600e+00,-0.24
1.721620e+00,-0.2
1.721640e+00,-0.22
1.721660e+00,-0.24
1.721680e+00,-0.26
1.721700e+00,-0.28
1.721720e+00,-0.28
1.721740e+00,-0.28
1.721760e+00,-0.3
1.721780e+00,-0.28
1.721800e+00,-0.28
1.721820e+00,-0.28
1.721840e+00,-0.28
1.721860e+00,-0.22
1.721880e+00,-0.22
1.721900e+00,-0.2
1.721920e+00,-0.18
1.721940e+00,-0.14
1.721960e+00,-0.18
1.721980e+00,-0.16
1.722000e+00,-0.16
1.722020e+00,-0.16
1.722040e+00,-0.14
1.722060e+00,-0.16
1.722080e+00,-0.18
1.722100e+00,-0.18
1.722120e+00,-0.2
1.722140e+00,-0.18
1.722160e+00,-0.18
1.722180e+00,-0.18
1.722200e+00,-0.14
1.722220e+00,-0.14
1.722240e+00,-0.14
1.722260e+00,-0.12
1.722280e+00,-0.12
1.722300e+00,-0.08
1.722320e+00,-0.08
1.722340e+00,-0.06
1.722360e+00,-0.08
1.722380e+00,-0.06
1.722400e+00,-0.04
1.722420e+00,-0.02
1.722440e+00,-0.02
1.722460e+00,-0.02
1.722480e+00,-0.02
1.722500e+00,-0.04
1.722520e+00,-0.04
1.722540e+00,-0.06
1.722560e+00,-0.06
1.722580e+00,-0.04
1.722600e+00,-0.04
1.722620e+00,-0.02
1.722640e+00,-0.02
1.722660e+00,-0.04
1.722680e+00,-0.04
1.722700e+00,-1.11022e-16
1.722720e+00,0.04
1.722740e+00,0.08
1.722760e+00,0.14
1.722780e+00,0.12
1.722800e+00,0.12
1.722820e+00,0.16
1.722840e+00,0.16
1.722860e+00,0.14
1.722880e+00,0.14
1.722900e+00,0.1
1.722920e+00,0.08
1.722940e+00,0.1
1.722960e+00,0.08
1.722980e+00,0.04
1.723000e+00,0.04
1.723020e+00,0.1
1.723040e+00,0.1
1.723060e+00,0.1
1.723080e+00,0.14
1.723100e+00,0.2
1.723120e+00,0.3
1.723140e+00,0.26
1.723160e+00,0.16
1.723180e+00,0.14
1.723200e+00,0.2
1.723220e+00,0.34
1.723240e+00,0.46
1.723260e+00,0.44
1.723280e+00,0.26
1.723300e+00,0.04
1.723320e+00,-0.02
1.723340e+00,0.18
1.723360e+00,0.46
1.723380e+00,0.58
1.723400e+00,0.44
1.723420e+00,0.14
1.723440e+00,-0.1
1.723460e+00,-0.06
1.723480e+00,0.3
1.723500e+00,0.76
1.723520e+00,0.88
1.723540e+00,0.64
1.723560e+00,0.18
1.723580e+00,-0.1
1.723600e+00,-0.06
1.723620e+00,0.32
1.723640e+00,0.72
1.723660e+00,0.92
1.723680e+00,0.74
1.723700e+00,0.32
1.723720e+00,-0.04
1.723740e+00,0.02
1.723760e+00,0.42
1.723780e+00,0.72
1.723800e+00,0.76
1.723820e+00,0.64
1.723840e+00,0.56
1.723860e+00,0.4
1.723880e+00,0.2
1.723900e+00,0.2
1.723920e+00,0.5
1.723940e+00,0.82
1.723960e+00,0.82
1.723980e+00,0.52
1.724000e+00,0.24
1.724020e+00,0.2
1.724040e+00,0.4
1.724060e+00,0.68
1.724080e+00,0.9
1.724100e+00,0.78
1.724120e+00,0.44
1.724140e+00,0.2
1.724160e+00,0.32
1.724180e+00,0.68
1.724200e+00,0.84
1.724220e+00,0.58
1.724240e+00,0.36
1.724260e+00,0.26
1.724280e+00,0.4
1.724300e+00,0.62
1.724320e+00,0.72
1.724340e+00,0.68
1.724360e+00,0.48
1.724380e+00,0.28
1.724400e+00,0.3
1.724420e+00,0.48
1.724440e+00,0.62
1.724460e+00,0.6
1.724480e+00,0.48
1.724500e+00,0.38
1.724520e+00,0.26
1.724540e+00,0.22
1.724560e+00,0.28
1.724580e+00,0.3
1.724600e+00,0.3
1.724620e+00,0.28
1.724640e+00,0.26
1.724660e+00,0.26
1.724680e+00,0.2
1.724700e+00,0.2
1.724720e+00,0.26
1.724740e+00,0.34
1.724760e+00,0.32
1.724780e+00,0.18
1.724800e+00,0.1
1.724820e+00,0.08
1.724840e+00,0.04
1.724860e+00,-1.11022e-16
1.724880e+00,-0.04
1.724900e+00,-0.1
1.724920e+00,-0.16
1.724940e+00,-0.22
1.724960e+00,-0.2
1.724980e+00,-0.14
1.725000e+00,-0.12
1.725020e+00,-0.16
1.725040e+00,-0.22
1.725060e+00,-0.24
1.725080e+00,-0.22
1.725100e+00,-0.18
1.725120e+00,-0.14
1.725140e+00,-0.18
1.725160e+00,-0.3
1.725180e+00,-0.36
1.725200e+00,-0.36
1.725220e+00,-0.34
1.725240e+00,-0.34
1.725260e+00,-0.34
1.725280e+00,-0.42
1.725300e+00,-0.44
1.725320e+00,-0.44
1.725340e+00,-0.4
1.725360e+00,-0.4
1.725380e+00,-0.42
1.725400e+00,-0.48
1.725420e+00,-0.52
1.725440e+00,-0.5
1.725460e+00,-0.46
1.725480e+00,-0.44
1.725500e+00,-0.46
1.725520e+00,-0.48
1.725540e+00,-0.46
1.725560e+00,-0.5
1.725580e+00,-0.4
1.725600e+00,-0.38
1.725620e+00,-0.4
1.725640e+00,-0.4
1.725660e+00,-0.44
1.725680e+00,-0.42
1.725700e+00,-0.38
1.725720e+00,-0.4
1.725740e+00,-0.4
1.725760e+00,-0.42
1.725780e+00,-0.44
1.725800e+00,-0.44
1.725820e+00,-0.44
1.725840e+00,-0.42
1.725860e+00,-0.42
1.725880e+00,-0.4
1.725900e+00,-0.36
1.725920e+00,-0.32
1.725940e+00,-0.3
1.725960e+00,-0.28
1.725980e+00,-0.22
1.726000e+00,-0.2
1.726020e+00,-0.16
1.726040e+00,-0.16
1.726060e+00,-0.18
1.726080e+00,-0.14
1.726100e+00,-0.16
1.726120e+00,-0.16
1.726140e+00,-0.16
1.726160e+00,-0.18
1.726180e+00,-0.18
1.726200e+00,-0.12
1.726220e+00,-0.12
1.726240e+00,-0.08
1.726260e+00,-0.08
1.726280e+00,-0.06
1.726300e+00,-0.04
1.726320e+00,-1.11022e-16
1.726340e+00,0.04
1.726360e+00,0.08
1.726380e+00,0.06
1.726400e+00,0.06
1.726420e+00,0.06
1.726440e+00,0.06
1.726460e+00,0.06
1.726480e+00,0.06
1.726500e+00,0.12
1.726520e+00,0.1
1.726540e+00,0.14
1.726560e+00,0.16
1.726580e+00,0.14
1.726600e+00,0.16
1.726620e+00,0.2
1.726640e+00,0.18
1.726660e+00,0.2
1.726680e+00,0.18
1.726700e+00,0.18
1.726720e+00,0.18
1.726740e+00,0.18
1.726760e+00,0.16
1.726780e+00,0.16
1.726800e+00,0.2
1.726820e+00,0.22
1.726840e+00,0.24
1.726860e+00,0.22
1.726880e+00,0.26
1.726900e+00,0.24
1.726920e+00,0.22
1.726940e+00,0.24
1.726960e+00,0.2
1.726980e+00,0.2
1.727000e+00,0.18
1.727020e+00,0.2
1.727040e+00,0.2
1.727060e+00,0.18
1.727080e+00,0.14
1.727100e+00,0.16
1.727120e+00,0.14
1.727140e+00,0.14
1.727160e+00,0.16
1.727180e+00,0.18
1.727200e+00,0.2
1.727220e+00,0.2
1.727240e+00,0.18
1.727260e+00,0.18
1.727280e+00,0.14
1.727300e+00,0.12
1.727320e+00,0.12
1.727340e+00,0.14
1.727360e+00,0.14
1.727380e+00,0.14
1.727400e+00,0.08
1.727420e+00,0.04
1.727440e+00,0.02
1.727460e+00,0.02
1.727480e+00,0.04
1.727500e+00,0.04
1.727520e+00,0.04
1.727540e+00,0.04
1.727560e+00,-1.11022e-16
1.727580e+00,-0.04
1.727600e+00,-0.04
1.727620e+00,-0.02
1.727640e+00,-1.11022e-16
1.727660e+00,0.06
1.727680e+00,0.02
1.727700e+00,-0.06
1.727720e+00,-0.08
1.727740e+00,-0.12
1.727760e+00,-0.1
1.727780e+00,-0.08
1.727800e+00,-0.08
1.727820e+00,-0.1
1.727840e+00,-0.12
1.727860e+00,-0.12
1.727880e+00,-0.14
1.727900e+00,-0.16
1.727920e+00,-0.14
1.727940e+00,-0.12
1.727960e+00,-0.14
1.727980e+00,-0.16
1.728000e+00,-0.22
1.728020e+00,-0.2
1.728040e+00,-0.24
1.728060e+00,-0.2
1.728080e+00,-0.2
1.728100e+00,-0.24
1.728120e+00,-0.28
1.728140e+00,-0.3
1.728160e+00,-0.26
1.728180e+00,-0.24
1.728200e+00,-0.22
1.728220e+00,-0.22
1.728240e+00,-0.28
1.728260e+00,-0.28
1.728280e+00,-0.28
1.728300e+00,-0.3
1.728320e+00,-0.3
1.728340e+00,-0.28
1.728360e+00,-0.28
1.728380e+00,-0.3
1.728400e+00,-0.34
1.728420e+00,-0.36
1.728440e+00,-0.36
1.728460e+00,-0.34
1.728480e+00,-0.32
1.728500e+00,-0.3
1.728520e+00,-0.32
1.728540e+00,-0.34
1.728560e+00,-0.38
1.728580e+00,-0.44
1.728600e+00,-0.42
1.728620e+00,-0.4
1.728640e+00,-0.38
1.728660e+00,-0.3
1.728680e+00,-0.34
1.728700e+00,-0.38
1.728720e+00,-0.46
1.728740e+00,-0.44
1.728760e+00,-0.4
1.728780e+00,-0.34
1.728800e+00,-0.3
1.728820e+00,-0.34
1.728840e+00,-0.4
1.728860e+00,-0.44
1.728880e+00,-0.46
1.728900e+00,-0.44
1.728920e+00,-0.4
1.728940e+00,-0.4
1.728960e+00,-0.38
1.728980e+00,-0.4
1.729000e+00,-0.4
1.729020e+00,-0.44
1.729040e+00,-0.42
1.729060e+00,-0.36
1.729080e+00,-0.3
1.729100e+00,-0.28
1.729120e+00,-0.28
1.729140e+00,-0.32
1.729160e+00,-0.36
1.729180e+00,-0.34
1.729200e+00,-0.32
1.729220e+00,-0.28
1.729240e+00,-0.24
1.729260e+00,-0.24
1.729280e+00,-0.28
1.729300e+00,-0.3
1.729320e+00,-0.3
1.729340e+00,-0.28
1.729360e+00,-0.26
1.729380e+00,-0.24
1.729400e+00,-0.18
1.729420e+00,-0.18
1.729440e+00,-0.18
1.729460e+00,-0.18
1.729480e+00,-0.16
1.729500e+00,-0.12
1.729520e+00,-0.1
1.729540e+00,-0.08
1.729560e+00,-0.08
1.729580e+00,-0.08
1.729600e+00,-0.08
1.729620e+00,-0.12
1.729640e+00,-0.12
1.729660e+00,-0.1
1.729680e+00,-0.08
1.729700e+00,-0.08
1.729720e+00,-0.08
1.729740e+00,-0.1
1.729760e+00,-0.12
1.729780e+00,-0.08
1.729800e+00,-0.06
1.729820e+00,-0.06
1.729840e+00,-0.02
1.729860e+00,-0.06
1.729880e+00,-0.04
1.729900e+00,-1.11022e-16
1.729920e+00,-0.02
1.729940e+00,0.02
1.729960e+00,0.02
1.729980e+00,0.02
1.730000e+00,0.04
1.730020e+00,0.02
1.730040e+00,0.04
1.730060e+00,0.02
1.730080e+00,-1.11022e-16
1.730100e+00,0.02
1.730120e+00,0.02
1.730140e+00,-1.11022e-16
1.730160e+00,-0.02
1.730180e+00,-0.02
1.730200e+00,-1.11022e-16
1.730220e+00,-1.11022e-16
1.730240e+00,0.06
1.730260e+00,0.04
1.730280e+00,0.06
1.730300e+00,0.08
1.730320e+00,0.1
1.730340e+00,0.16
1.730360e+00,0.16
1.730380e+00,0.12
1.730400e+00,0.06
1.730420e+00,0.08
1.730440e+00,0.08
1.730460e+00,0.08
1.730480e+00,0.08
1.730500e+00,0.08
1.730520e+00,-1.11022e-16
1.730540e+00,-0.04
1.730560e+00,-1.11022e-16
1.730580e+00,0.08
1.730600e+00,0.14
1.730620e+00,0.18
1.730640e+00,0.1
1.730660e+00,-1.11022e-16
1.730680e+00,-0.04
1.730700e+00,0.1
1.730720e+00,0.26
1.730740e+00,0.34
1.730760e+00,0.26
1.730780e+00,0.08
1.730800e+00,-0.06
1.730820e+00,-0.02
1.730840e+00,0.14
1.730860e+00,0.36
1.730880e+00,0.36
1.730900e+00,0.18
1.730920e+00,-0.04
1.730940e+00,-0.1
1.730960e+00,-0.02
1.730980e+00,0.14
1.731000e+00,0.32
1.731020e+00,0.34
1.731040e+00,0.16
1.731060e+00,-0.02
1.731080e+00,-0.08
1.731100e+00,0.1
1.731120e+00,0.3
1.731140e+00,0.42
1.731160e+00,0.4
1.731180e+00,0.3
1.731200e+00,0.18
1.731220e+00,0.14
1.731240e+00,0.2
1.731260e+00,0.32
1.731280e+00,0.38
1.731300e+00,0.34
1.731320e+00,0.26
1.731340e+00,0.16
1.731360e+00,0.12
1.731380e+00,0.08
1.731400e+00,0.18
1.731420e+00,0.4
1.731440e+00,0.62
1.731460e+00,0.6
1.731480e+00,0.38
1.731500e+00,0.2
1.731520e+00,0.18
1.731540e+00,0.38
1.731560e+00,0.56
1.731580e+00,0.64
1.731600e+00,0.58
1.731620e+00,0.46
1.731640e+00,0.32
1.731660e+00,0.3
1.731680e+00,0.38
1.731700e+00,0.44
1.731720e+00,0.54
1.731740e+00,0.56
1.731760e+00,0.52
1.731780e+00,0.44
1.731800e+00,0.44
1.731820e+00,0.46
1.731840e+00,0.52
1.731860e+00,0.56
1.731880e+00,0.56
1.731900e+00,0.54
1.731920e+00,0.54
1.731940e+00,0.54
1.731960e+00,0.6
1.731980e+00,0.62
1.732000e+00,0.62
1.732020e+00,0.62
1.732040e+00,0.56
1.732060e+00,0.5
1.732080e+00,0.44
1.732100e+00,0.42
1.732120e+00,0.38
1.732140e+00,0.32
1.732160e+00,0.28
1.732180e+00,0.24
1.732200e+00,0.24
1.732220e+00,0.3
1.732240e+00,0.4
1.732260e+00,0.44
1.732280e+00,0.5
1.732300e+00,0.4
1.732320e+00,0.3
1.732340e+00,0.26
1.732360e+00,0.36
1.732380e+00,0.38
1.732400e+00,0.36
1.732420e+00,0.3
1.732440e+00,0.14
1.732460e+00,0.08
1.732480e+00,-1.11022e-16
1.732500e+00,-1.11022e-16
1.732520e+00,-0.02
1.732540e+00,-0.04
1.732560e+00,-0.08
1.732580e+00,-0.14
1.732600e+00,-0.12
1.732620e+00,-0.14
1.732640e+00,-0.14
1.732660e+00,-0.14
1.732680e+00,-0.1
1.732700e+00,-0.08
1.732720e+00,-0.12
1.732740e+00,-0.08
1.732760e+00,-0.08
1.732780e+00,-0.1
1.732800e+00,-0.14
1.732820e+00,-0.22
1.732840e+00,-0.26
1.732860e+00,-0.28
1.732880e+00,-0.38
1.732900e+00,-0.38
1.732920e+00,-0.44
1.732940e+00,-0.46
1.732960e+00,-0.5
1.732980e+00,-0.56
1.733000e+00,-0.54
1.733020e+00,-0.5
1.733040e+00,-0.46
1.733060e+00,-0.42
1.733080e+00,-0.38
1.733100e+00,-0.42
1.733120e+00,-0.44
1.733140e+00,-0.46
1.733160e+00,-0.44
1.733180e+00,-0.4
1.733200e+00,-0.4
1.733220e+00,-0.4
1.733240e+00,-0.44
1.733260e+00,-0.44
1.733280e+00,-0.46
1.733300e+00,-0.48
1.733320e+00,-0.52
1.733340e+00,-0.54
1.733360e+00,-0.56
1.733380e+00,-0.54
1.733400e+00,-0.58
1.733420e+00,-0.58
1.733440e+00,-0.54
1.733460e+00,-0.54
1.733480e+00,-0.52
1.733500e+00,-0.46
1.733520e+00,-0.4
1.733540e+00,-0.34
1.733560e+00,-0.28
1.733580e+00,-0.28
1.733600e+00,-0.24
1.733620e+00,-0.26
1.733640e+00,-0.26
1.733660e+00,-0.28
1.733680e+00,-0.28
1.733700e+00,-0.26
1.733720e+00,-0.3
1.733740e+00,-0.34
1.733760e+00,-0.34
1.733780e+00,-0.36
1.733800e+00,-0.32
1.733820e+00,-0.26
1.733840e+00,-0.24
1.733860e+00,-0.18
1.733880e+00,-0.12
1.733900e+00,-0.12
1.733920e+00,-0.1
1.733940e+00,-0.08
1.733960e+00,-0.06
1.733980e+00,-0.02
1.734000e+00,-1.11022e-16
1.734020e+00,0.04
1.734040e+00,0.04
1.734060e+00,0.02
1.734080e+00,0.04
1.734100e+00,0.04
1.734120e+00,0.04
1.734140e+00,0.04
1.734160e+00,0.04
1.734180e+00,0.04
1.734200e+00,0.04
1.734220e+00,0.04
1.734240e+00,0.04
1.734260e+00,0.08
1.734280e+00,0.06
1.734300e+00,0.1
1.734320e+00,0.18
1.734340e+00,0.18
1.734360e+00,0.2
1.734380e+00,0.24
1.734400e+00,0.22
1.734420e+00,0.26
1.734440e+00,0.24
1.734460e+00,0.24
1.734480e+00,0.22
1.734500e+00,0.2
1.734520e+00,0.26
1.734540e+00,0.22
1.734560e+00,0.2
1.734580e+00,0.16
1.734600e+00,0.14
1.734620e+00,0.18
1.734640e+00,0.18
1.734660e+00,0.18
1.734680e+00,0.16
1.734700e+00,0.18
1.734720e+00,0.2
1.734740e+00,0.24
1.734760e+00,0.22
1.734780e+00,0.24
1.734800e+00,0.24
1.734820e+00,0.28
1.734840e+00,0.26
1.734860e+00,0.26
1.734880e+00,0.22
1.734900e+00,0.24
1.734920e+00,0.2
1.734940e+00,0.18
1.734960e+00,0.18
1.734980e+00,0.12
1.735000e+00,0.1
1.735020e+00,0.1
1.735040e+00,0.08
1.735060e+00,0.1
1.735080e+00,0.1
1.735100e+00,0.1
1.735120e+00,0.08
1.735140e+00,0.08
1.735160e+00,0.1
1.735180e+00,0.12
1.735200e+00,0.12
1.735220e+00,0.12
1.735240e+00,0.14
1.735260e+00,0.08
1.735280e+00,0.08
1.735300e+00,0.04
1.735320e+00,0.04
1.735340e+00,0.04
1.735360e+00,0.02
1.735380e+00,-0.04
1.735400e+00,-0.06
1.735420e+00,-0.1
1.735440e+00,-0.1
1.735460e+00,-0.08
1.735480e+00,-0.06
1.735500e+00,-0.04
1.735520e+00,-0.08
1.735540e+00,-0.12
1.735560e+00,-0.14
1.735580e+00,-0.12
1.735600e+00,-0.08
1.735620e+00,-0.04
1.735640e+00,-0.04
1.735660e+00,-0.08
1.735680e+00,-0.12
1.735700e+00,-0.18
1.735720e+00,-0.2
1.735740e+00,-0.22
1.735760e+00,-0.34
1.735780e+00,-0.44
1.735800e+00,-0.44
1.735820e+00,-0.3
1.735840e+00,-0.16
1.735860e+00,-0.12
1.735880e+00,-0.24
1.735900e+00,-0.4
1.735920e+00,-0.46
1.735940e+00,-0.4
1.735960e+00,-0.26
1.735980e+00,-0.14
1.736000e+00,-0.08
1.736020e+00,-0.2
1.736040e+00,-0.34
1.736060e+00,-0.42
1.736080e+00,-0.48
1.736100e+00,-0.5
1.736120e+00,-0.42
1.736140e+00,-0.36
1.736160e+00,-0.32
1.736180e+00,-0.34
1.736200e+00,-0.42
1.736220e+00,-0.52
1.736240e+00,-0.54
1.736260e+00,-0.5
1.736280e+00,-0.4
1.736300e+00,-0.3
1.736320e+00,-0.3
1.736340e+00,-0.36
1.736360e+00,-0.46
1.736380e+00,-0.5
1.736400e+00,-0.46
1.736420e+00,-0.38
1.736440e+00,-0.32
1.736460e+00,-0.28
1.736480e+00,-0.3
1.736500e+00,-0.38
1.736520e+00,-0.44
1.736540e+00,-0.44
1.736560e+00,-0.46
1.736580e+00,-0.44
1.736600e+00,-0.42
1.736620e+00,-0.4
1.736640e+00,-0.4
1.736660e+00,-0.38
1.736680e+00,-0.4
1.736700e+00,-0.4
1.736720e+00,-0.4
1.736740e+00,-0.38
1.736760e+00,-0.36
1.736780e+00,-0.26
1.736800e+00,-0.2
1.736820e+00,-0.24
1.736840e+00,-0.24
1.736860e+00,-0.26
1.736880e+00,-0.26
1.736900e+00,-0.26
1.736920e+00,-0.26
1.736940e+00,-0.24
1.736960e+00,-0.22
1.736980e+00,-0.2
1.737000e+00,-0.2
1.737020e+00,-0.24
1.737040e+00,-0.26
1.737060e+00,-0.28
1.737080e+00,-0.26
1.737100e+00,-0.16
1.737120e+00,-0.1
1.737140e+00,-0.08
1.737160e+00,-0.06
1.737180e+00,-0.08
1.737200e+00,-0.08
1.737220e+00,-0.04
1.737240e+00,-0.04
1.737260e+00,-1.11022e-16
1.737280e+00,0.02
1.737300e+00,0.02
1.737320e+00,-1.11022e-16
1.737340e+00,-0.04
1.737360e+00,-0.08
1.737380e+00,-0.04
1.737400e+00,-0.02
1.737420e+00,-0.02
1.737440e+00,-0.02
1.737460e+00,0.02
1.737480e+00,0.04
1.737500e+00,0.04
1.737520e+00,0.06
1.737540e+00,0.04
1.737560e+00,0.04
1.737580e+00,0.1
1.737600e+00,0.08
1.737620e+00,0.08
1.737640e+00,0.06
1.737660e+00,0.04
1.737680e+00,0.04
1.737700e+00,0.04
1.737720e+00,0.04
1.737740e+00,0.06
1.737760e+00,0.04
1.737780e+00,0.04
1.737800e+00,0.04
1.737820e+00,0.04
1.737840e+00,0.04
1.737860e+00,0.04
1.737880e+00,0.04
1.737900e+00,0.06
1.737920e+00,0.04
1.737940e+00,0.04
1.737960e+00,0.04
1.737980e+00,0.06
1.738000e+00,0.08
1.738020e+00,0.06
1.738040e+00,0.04
1.738060e+00,0.06
1.738080e+00,0.06
1.738100e+00,0.08
1.738120e+00,0.04
1.738140e+00,0.06
1.738160e+00,0.04
1.738180e+00,0.06
1.738200e+00,0.1
1.738220e+00,0.1
1.738240e+00,0.06
1.738260e+00,-1.11022e-16
1.738280e+00,0.02
1.738300e+00,0.04
1.738320e+00,0.06
1.738340e+00,0.04
1.738360e+00,0.04
1.738380e+00,0.04
1.738400e+00,0.08
1.738420e+00,0.14
1.738440e+00,0.12
1.738460e+00,-1.11022e-16
1.738480e+00,-0.06
1.738500e+00,-1.11022e-16
1.738520e+00,0.14
1.738540e+00,0.22
1.738560e+00,0.22
1.738580e+00,0.12
1.738600e+00,-1.11022e-16
1.738620e+00,-0.04
1.738640e+00,-0.02
1.738660e+00,0.1
1.738680e+00,0.22
1.738700e+00,0.22
1.738720e+00,0.14
1.738740e+00,-1.11022e-16
1.738760e+00,-0.04
1.738780e+00,-0.02
1.738800e+00,0.06
1.738820e+00,0.16
1.738840e+00,0.22
1.738860e+00,0.2
1.738880e+00,0.12
1.738900e+00,0.02
1.738920e+00,0.04
1.738940e+00,0.1
1.738960e+00,0.18
1.738980e+00,0.26
1.739000e+00,0.28
1.739020e+00,0.24
1.739040e+00,0.14
1.739060e+00,0.08
1.739080e+00,0.1
1.739100e+00,0.16
1.739120e+00,0.18
1.739140e+00,0.22
1.739160e+00,0.24
1.739180e+00,0.24
1.739200e+00,0.2
1.739220e+00,0.12
1.739240e+00,0.1
1.739260e+00,0.18
1.739280e+00,0.3
1.739300e+00,0.38
1.739320e+00,0.36
1.739340e+00,0.26
1.739360e+00,0.2
1.739380e+00,0.24
1.739400e+00,0.34
1.739420e+00,0.4
1.739440e+00,0.46
1.739460e+00,0.44
1.739480e+00,0.4
1.739500e+00,0.32
1.739520e+00,0.3
1.739540e+00,0.32
1.739560e+00,0.36
1.739580e+00,0.38
1.739600e+00,0.36
1.739620e+00,0.4
1.739640e+00,0.4
1.739660e+00,0.32
1.739680e+00,0.3
1.739700e+00,0.34
1.739720e+00,0.44
1.739740e+00,0.54
1.739760e+00,0.54
1.739780e+00,0.52
1.739800e+00,0.46
1.739820e+00,0.38
1.739840e+00,0.36
1.739860e+00,0.46
1.739880e+00,0.54
1.739900e+00,0.52
1.739920e+00,0.48
1.739940e+00,0.38
1.739960e+00,0.3
1.739980e+00,0.26
1.740000e+00,0.26
1.740020e+00,0.3
1.740040e+00,0.32
1.740060e+00,0.28
1.740080e+00,0.24
1.740100e+00,0.2
1.740120e+00,0.2
1.740140e+00,0.26
1.740160e+00,0.26
1.740180e+00,0.32
1.740200e+00,0.4
1.740220e+00,0.38
1.740240e+00,0.36
1.740260e+00,0.28
1.740280e+00,0.24
1.740300e+00,0.18
1.740320e+00,0.16
1.740340e+00,0.12
1.740360e+00,0.1
1.740380e+00,-1.11022e-16
1.740400e+00,-0.06
1.740420e+00,-0.08
1.740440e+00,-0.06
1.740460e+00,-0.06
1.740480e+00,-0.06
1.740500e+00,-0.06
1.740520e+00,-0.02
1.740540e+00,-0.04
1.740560e+00,-0.04
1.740580e+00,-0.04
1.740600e+00,-0.04
1.740620e+00,-0.04
1.740640e+00,-0.04
1.740660e+00,-0.06
1.740680e+00,-0.08
1.740700e+00,-0.1
1.740720e+00,-0.12
1.740740e+00,-0.16
1.740760e+00,-0.18
1.740780e+00,-0.2
1.740800e+00,-0.26
1.740820e+00,-0.28
1.740840e+00,-0.32
1.740860e+00,-0.32
1.740880e+00,-0.36
1.740900e+00,-0.38
1.740920e+00,-0.38
1.740940e+00,-0.36
1.740960e+00,-0.38
1.740980e+00,-0.28
1.741000e+00,-0.24
1.741020e+00,-0.22
1.741040e+00,-0.2
1.741060e+00,-0.22
1.741080e+00,-0.22
1.741100e+00,-0.24
1.741120e+00,-0.26
1.741140e+00,-0.24
