Model,MDO4014B-3
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.2
Horizontal Delay,1.5
Sample Interval,2e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,1.4
,
,
,
Label,
TIME,CH1
7.080200e-01,0.74
7.080400e-01,0.56
7.080600e-01,-0.12
7.080800e-01,-0.72
7.081000e-01,-0.62
7.081200e-01,-0.06
7.081400e-01,0.52
7.081600e-01,0.68
7.081800e-01,0.4
7.082000e-01,-0.2
7.082200e-01,-0.54
7.082400e-01,-0.48
7.082600e-01,-1.11022e-16
7.082800e-01,0.36
7.083000e-01,0.28
7.083200e-01,-0.02
7.083400e-01,-0.08
7.083600e-01,-1.11022e-16
7.083800e-01,-0.06
7.084000e-01,-0.14
7.084200e-01,-0.26
7.084400e-01,-0.14
7.084600e-01,0.22
7.084800e-01,0.46
7.085000e-01,0.34
7.085200e-01,-1.11022e-16
7.085400e-01,-0.32
7.085600e-01,-0.4
7.085800e-01,-0.34
7.086000e-01,-0.16
7.086200e-01,0.08
7.086400e-01,0.32
7.086600e-01,0.46
7.086800e-01,0.36
7.087000e-01,0.14
7.087200e-01,-0.26
7.087400e-01,-0.54
7.087600e-01,-0.56
7.087800e-01,-0.16
7.088000e-01,0.38
7.088200e-01,0.66
7.088400e-01,0.62
7.088600e-01,0.26
7.088800e-01,-0.2
7.089000e-01,-0.54
7.089200e-01,-0.64
7.089400e-01,-0.32
7.089600e-01,0.12
7.089800e-01,0.42
7.090000e-01,0.44
7.090200e-01,0.28
7.090400e-01,0.06
7.090600e-01,-0.2
7.090800e-01,-0.32
7.091000e-01,-0.34
7.091200e-01,-0.14
7.091400e-01,0.14
7.091600e-01,0.4
7.091800e-01,0.28
7.092000e-01,-0.1
7.092200e-01,-0.28
7.092400e-01,-0.14
7.092600e-01,0.2
7.092800e-01,0.36
7.093000e-01,0.18
7.093200e-01,-0.2
7.093400e-01,-0.44
7.093600e-01,-0.36
7.093800e-01,0.06
7.094000e-01,0.42
7.094200e-01,0.4
7.094400e-01,0.16
7.094600e-01,-0.02
7.094800e-01,-0.14
7.095000e-01,-0.24
7.095200e-01,-0.24
7.095400e-01,-0.08
7.095600e-01,0.02
7.095800e-01,0.2
7.096000e-01,0.32
7.096200e-01,0.3
7.096400e-01,0.06
7.096600e-01,-0.28
7.096800e-01,-0.44
7.097000e-01,-0.16
7.097200e-01,0.32
7.097400e-01,0.46
7.097600e-01,0.18
7.097800e-01,-0.22
7.098000e-01,-0.28
7.098200e-01,0.06
7.098400e-01,0.5
7.098600e-01,0.42
7.098800e-01,-0.16
7.099000e-01,-0.78
7.099200e-01,-0.68
7.099400e-01,0.08
7.099600e-01,0.8
7.099800e-01,0.88
7.100000e-01,0.34
7.100200e-01,-0.44
7.100400e-01,-0.78
7.100600e-01,-0.52
7.100800e-01,0.08
7.101000e-01,0.52
7.101200e-01,0.62
7.101400e-01,0.3
7.101600e-01,-0.18
7.101800e-01,-0.4
7.102000e-01,-0.2
7.102200e-01,0.06
7.102400e-01,0.18
7.102600e-01,-1.11022e-16
7.102800e-01,-0.1
7.103000e-01,-1.11022e-16
7.103200e-01,0.22
7.103400e-01,0.26
7.103600e-01,0.04
7.103800e-01,-0.26
7.104000e-01,-0.32
7.104200e-01,-0.08
7.104400e-01,0.14
7.104600e-01,0.2
7.104800e-01,0.14
7.105000e-01,0.06
7.105200e-01,-0.12
7.105400e-01,-0.18
7.105600e-01,-0.08
7.105800e-01,-1.11022e-16
7.106000e-01,0.06
7.106200e-01,0.14
7.106400e-01,0.18
7.106600e-01,-0.04
7.106800e-01,-0.22
7.107000e-01,-0.18
7.107200e-01,0.12
7.107400e-01,0.24
7.107600e-01,0.14
7.107800e-01,0.02
7.108000e-01,-0.12
7.108200e-01,-0.06
7.108400e-01,0.08
7.108600e-01,0.14
7.108800e-01,0.1
7.109000e-01,-0.12
7.109200e-01,-0.12
7.109400e-01,-0.02
7.109600e-01,0.12
7.109800e-01,0.02
7.110000e-01,-0.06
7.110200e-01,-0.02
7.110400e-01,0.08
7.110600e-01,0.2
7.110800e-01,0.16
7.111000e-01,-0.1
7.111200e-01,-0.28
7.111400e-01,-0.18
7.111600e-01,0.22
7.111800e-01,0.48
7.112000e-01,0.28
7.112200e-01,-0.1
7.112400e-01,-0.36
7.112600e-01,-0.38
7.112800e-01,-0.16
7.113000e-01,0.08
7.113200e-01,0.36
7.113400e-01,0.44
7.113600e-01,0.28
7.113800e-01,-0.02
7.114000e-01,-0.2
7.114200e-01,-0.2
7.114400e-01,-0.14
7.114600e-01,-1.11022e-16
7.114800e-01,0.1
7.115000e-01,0.14
7.115200e-01,-1.11022e-16
7.115400e-01,-0.04
7.115600e-01,-0.02
7.115800e-01,-0.02
7.116000e-01,-0.08
7.116200e-01,-0.12
7.116400e-01,0.02
7.116600e-01,0.18
7.116800e-01,0.08
7.117000e-01,-0.04
7.117200e-01,-0.1
7.117400e-01,0.06
7.117600e-01,0.14
7.117800e-01,0.18
7.118000e-01,0.06
7.118200e-01,-0.08
7.118400e-01,-0.14
7.118600e-01,-0.1
7.118800e-01,0.02
7.119000e-01,0.16
7.119200e-01,0.1
7.119400e-01,-0.06
7.119600e-01,-0.04
7.119800e-01,0.02
7.120000e-01,-0.06
7.120200e-01,-0.16
7.120400e-01,-0.1
7.120600e-01,0.2
7.120800e-01,0.5
7.121000e-01,0.3
7.121200e-01,-0.16
7.121400e-01,-0.46
7.121600e-01,-0.32
7.121800e-01,-0.02
7.122000e-01,0.26
7.122200e-01,0.36
7.122400e-01,0.22
7.122600e-01,0.04
7.122800e-01,-0.12
7.123000e-01,-0.2
7.123200e-01,-0.18
7.123400e-01,-0.08
7.123600e-01,0.04
7.123800e-01,0.14
7.124000e-01,0.18
7.124200e-01,0.14
7.124400e-01,0.1
7.124600e-01,0.14
7.124800e-01,0.08
7.125000e-01,-0.08
7.125200e-01,-0.3
7.125400e-01,-0.44
7.125600e-01,-0.24
7.125800e-01,0.2
7.126000e-01,0.54
7.126200e-01,0.54
7.126400e-01,0.22
7.126600e-01,-0.18
7.126800e-01,-0.42
7.127000e-01,-0.34
7.127200e-01,-0.06
7.127400e-01,0.12
7.127600e-01,0.12
7.127800e-01,0.1
7.128000e-01,0.16
7.128200e-01,0.08
7.128400e-01,-0.14
7.128600e-01,-0.28
7.128800e-01,-0.12
7.129000e-01,0.26
7.129200e-01,0.36
7.129400e-01,0.2
7.129600e-01,-0.08
7.129800e-01,-0.06
7.130000e-01,0.1
7.130200e-01,0.04
7.130400e-01,-0.2
7.130600e-01,-0.3
7.130800e-01,-0.1
7.131000e-01,0.26
7.131200e-01,0.58
7.131400e-01,0.56
7.131600e-01,-1.11022e-16
7.131800e-01,-0.64
7.132000e-01,-0.84
7.132200e-01,-0.4
7.132400e-01,0.38
7.132600e-01,0.84
7.132800e-01,0.76
7.133000e-01,0.24
7.133200e-01,-0.32
7.133400e-01,-0.56
7.133600e-01,-0.44
7.133800e-01,-0.08
7.134000e-01,0.24
7.134200e-01,0.44
7.134400e-01,0.42
7.134600e-01,0.04
7.134800e-01,-0.3
7.135000e-01,-0.34
7.135200e-01,-0.1
7.135400e-01,0.14
7.135600e-01,0.32
7.135800e-01,0.14
7.136000e-01,-0.08
7.136200e-01,-0.16
7.136400e-01,-0.08
7.136600e-01,-0.04
7.136800e-01,-0.08
7.137000e-01,-1.11022e-16
7.137200e-01,0.16
7.137400e-01,0.32
7.137600e-01,0.24
7.137800e-01,0.12
7.138000e-01,-0.1
7.138200e-01,-0.4
7.138400e-01,-0.54
7.138600e-01,-0.2
7.138800e-01,0.32
7.139000e-01,0.56
7.139200e-01,0.3
7.139400e-01,-1.11022e-16
7.139600e-01,-0.1
7.139800e-01,-0.18
7.140000e-01,-0.3
7.140200e-01,-0.24
7.140400e-01,0.04
7.140600e-01,0.4
7.140800e-01,0.34
7.141000e-01,0.1
7.141200e-01,-0.12
7.141400e-01,-0.32
7.141600e-01,-0.34
7.141800e-01,-0.08
7.142000e-01,0.32
7.142200e-01,0.42
7.142400e-01,0.16
7.142600e-01,-0.16
7.142800e-01,-0.18
7.143000e-01,-1.11022e-16
7.143200e-01,0.2
7.143400e-01,0.06
7.143600e-01,-0.18
7.143800e-01,-0.08
7.144000e-01,0.26
7.144200e-01,0.38
7.144400e-01,0.08
7.144600e-01,-0.36
7.144800e-01,-0.48
7.145000e-01,-0.28
7.145200e-01,0.04
7.145400e-01,0.42
7.145600e-01,0.62
7.145800e-01,0.5
7.146000e-01,-0.08
7.146200e-01,-0.56
7.146400e-01,-0.7
7.146600e-01,-0.32
7.146800e-01,0.28
7.147000e-01,0.76
7.147200e-01,0.64
7.147400e-01,-0.04
7.147600e-01,-0.7
7.147800e-01,-0.7
7.148000e-01,-0.04
7.148200e-01,0.56
7.148400e-01,0.58
7.148600e-01,0.16
7.148800e-01,-0.34
7.149000e-01,-0.4
7.149200e-01,-0.06
7.149400e-01,0.24
7.149600e-01,0.26
7.149800e-01,-0.02
7.150000e-01,-0.12
7.150200e-01,-0.08
7.150400e-01,-0.08
7.150600e-01,-0.12
7.150800e-01,-0.02
7.151000e-01,0.26
7.151200e-01,0.3
7.151400e-01,0.08
7.151600e-01,-0.12
7.151800e-01,-0.22
7.152000e-01,-0.14
7.152200e-01,0.04
7.152400e-01,0.22
7.152600e-01,0.12
7.152800e-01,-0.12
7.153000e-01,-0.28
7.153200e-01,-0.12
7.153400e-01,0.26
7.153600e-01,0.38
7.153800e-01,0.24
7.154000e-01,-0.02
7.154200e-01,-0.22
7.154400e-01,-0.36
7.154600e-01,-0.22
7.154800e-01,-0.02
7.155000e-01,0.1
7.155200e-01,0.18
7.155400e-01,0.24
7.155600e-01,0.2
7.155800e-01,-0.02
7.156000e-01,-0.28
7.156200e-01,-0.26
7.156400e-01,-0.02
7.156600e-01,0.2
7.156800e-01,0.18
7.157000e-01,0.14
7.157200e-01,0.06
7.157400e-01,-0.06
7.157600e-01,-0.08
7.157800e-01,-0.02
7.158000e-01,-0.06
7.158200e-01,-0.18
7.158400e-01,-0.24
7.158600e-01,0.08
7.158800e-01,0.5
7.159000e-01,0.48
7.159200e-01,-0.08
7.159400e-01,-0.5
7.159600e-01,-0.44
7.159800e-01,-1.11022e-16
7.160000e-01,0.3
7.160200e-01,0.3
7.160400e-01,0.04
7.160600e-01,-0.2
7.160800e-01,-0.22
7.161000e-01,-1.11022e-16
7.161200e-01,0.14
7.161400e-01,0.06
7.161600e-01,-1.11022e-16
7.161800e-01,-1.11022e-16
7.162000e-01,0.18
7.162200e-01,0.1
7.162400e-01,-0.2
7.162600e-01,-0.26
7.162800e-01,-1.11022e-16
7.163000e-01,0.22
7.163200e-01,0.04
7.163400e-01,-0.18
7.163600e-01,-0.12
7.163800e-01,0.2
7.164000e-01,0.36
7.164200e-01,0.18
7.164400e-01,-0.18
7.164600e-01,-0.34
7.164800e-01,-0.08
7.165000e-01,0.2
7.165200e-01,0.16
7.165400e-01,-0.02
7.165600e-01,-0.12
7.165800e-01,-0.08
7.166000e-01,0.02
7.166200e-01,0.14
7.166400e-01,0.2
7.166600e-01,-0.08
7.166800e-01,-0.4
7.167000e-01,-0.26
7.167200e-01,0.34
7.167400e-01,0.7
7.167600e-01,0.32
7.167800e-01,-0.34
7.168000e-01,-0.6
7.168200e-01,-0.36
7.168400e-01,0.24
7.168600e-01,0.5
7.168800e-01,0.3
7.169000e-01,-0.1
7.169200e-01,-0.24
7.169400e-01,-0.12
7.169600e-01,0.06
7.169800e-01,0.04
7.170000e-01,-0.14
7.170200e-01,-0.28
7.170400e-01,-0.24
7.170600e-01,-0.02
7.170800e-01,0.36
7.171000e-01,0.54
7.171200e-01,0.32
7.171400e-01,-0.16
7.171600e-01,-0.56
7.171800e-01,-0.46
7.172000e-01,-0.14
7.172200e-01,0.22
7.172400e-01,0.54
7.172600e-01,0.54
7.172800e-01,0.24
7.173000e-01,-0.14
7.173200e-01,-0.46
7.173400e-01,-0.54
7.173600e-01,-0.3
7.173800e-01,0.12
7.174000e-01,0.44
7.174200e-01,0.48
7.174400e-01,0.32
7.174600e-01,-0.02
7.174800e-01,-0.28
7.175000e-01,-0.3
7.175200e-01,-0.12
7.175400e-01,0.06
7.175600e-01,0.04
7.175800e-01,-1.11022e-16
7.176000e-01,-0.08
7.176200e-01,-0.06
7.176400e-01,0.04
7.176600e-01,0.02
7.176800e-01,0.04
7.177000e-01,0.04
7.177200e-01,-0.04
7.177400e-01,-0.08
7.177600e-01,-0.04
7.177800e-01,0.08
7.178000e-01,0.2
7.178200e-01,0.12
7.178400e-01,-0.02
7.178600e-01,-0.08
7.178800e-01,0.06
7.179000e-01,0.18
7.179200e-01,-1.11022e-16
7.179400e-01,-0.32
7.179600e-01,-0.4
7.179800e-01,-0.1
7.180000e-01,0.32
7.180200e-01,0.46
7.180400e-01,0.26
7.180600e-01,-1.11022e-16
7.180800e-01,-0.18
7.181000e-01,-0.2
7.181200e-01,-0.06
7.181400e-01,0.16
7.181600e-01,0.06
7.181800e-01,-0.16
7.182000e-01,-0.22
7.182200e-01,-1.11022e-16
7.182400e-01,0.36
7.182600e-01,0.46
7.182800e-01,0.04
7.183000e-01,-0.34
7.183200e-01,-0.5
7.183400e-01,-0.2
7.183600e-01,0.3
7.183800e-01,0.72
7.184000e-01,0.6
7.184200e-01,0.02
7.184400e-01,-0.66
7.184600e-01,-0.86
7.184800e-01,-0.52
7.185000e-01,0.2
7.185200e-01,0.74
7.185400e-01,0.74
7.185600e-01,0.32
7.185800e-01,-0.26
7.186000e-01,-0.6
7.186200e-01,-0.44
7.186400e-01,-1.11022e-16
7.186600e-01,0.3
7.186800e-01,0.3
7.187000e-01,0.18
7.187200e-01,0.02
7.187400e-01,-0.02
7.187600e-01,-0.14
7.187800e-01,-0.26
7.188000e-01,-0.14
7.188200e-01,0.24
7.188400e-01,0.42
7.188600e-01,0.3
7.188800e-01,-0.06
7.189000e-01,-0.32
7.189200e-01,-0.18
7.189400e-01,0.04
7.189600e-01,0.18
7.189800e-01,0.1
7.190000e-01,-0.12
7.190200e-01,-0.22
7.190400e-01,-0.06
7.190600e-01,0.42
7.190800e-01,0.66
7.191000e-01,0.2
7.191200e-01,-0.56
7.191400e-01,-0.7
7.191600e-01,-0.08
7.191800e-01,0.62
7.192000e-01,0.78
7.192200e-01,0.3
7.192400e-01,-0.34
7.192600e-01,-0.76
7.192800e-01,-0.6
7.193000e-01,-0.1
7.193200e-01,0.36
7.193400e-01,0.56
7.193600e-01,0.46
7.193800e-01,0.14
7.194000e-01,-0.14
7.194200e-01,-0.2
7.194400e-01,-0.14
7.194600e-01,-0.14
7.194800e-01,-0.18
7.195000e-01,-0.04
7.195200e-01,0.32
7.195400e-01,0.44
7.195600e-01,0.2
7.195800e-01,-0.18
7.196000e-01,-0.46
7.196200e-01,-0.46
7.196400e-01,-0.12
7.196600e-01,0.44
7.196800e-01,0.68
7.197000e-01,0.36
7.197200e-01,-0.24
7.197400e-01,-0.62
7.197600e-01,-0.52
7.197800e-01,-0.08
7.198000e-01,0.32
7.198200e-01,0.34
7.198400e-01,0.02
7.198600e-01,-0.18
7.198800e-01,-0.06
7.199000e-01,0.38
7.199200e-01,0.58
7.199400e-01,0.28
7.199600e-01,-0.4
7.199800e-01,-0.8
7.200000e-01,-0.48
7.200200e-01,0.2
7.200400e-01,0.62
7.200600e-01,0.38
7.200800e-01,-0.04
7.201000e-01,-0.26
7.201200e-01,-0.2
7.201400e-01,-0.06
7.201600e-01,0.04
7.201800e-01,0.14
7.202000e-01,0.18
7.202200e-01,0.24
7.202400e-01,0.28
7.202600e-01,0.12
7.202800e-01,-0.38
7.203000e-01,-0.7
7.203200e-01,-0.46
7.203400e-01,0.2
7.203600e-01,0.78
7.203800e-01,0.82
7.204000e-01,0.28
7.204200e-01,-0.44
7.204400e-01,-0.86
7.204600e-01,-0.7
7.204800e-01,-0.06
7.205000e-01,0.62
7.205200e-01,0.84
7.205400e-01,0.6
7.205600e-01,-0.08
7.205800e-01,-0.66
7.206000e-01,-0.8
7.206200e-01,-0.44
7.206400e-01,0.2
7.206600e-01,0.62
7.206800e-01,0.6
7.207000e-01,0.18
7.207200e-01,-0.36
7.207400e-01,-0.5
7.207600e-01,-0.06
7.207800e-01,0.48
7.208000e-01,0.52
7.208200e-01,-1.11022e-16
7.208400e-01,-0.52
7.208600e-01,-0.5
7.208800e-01,-0.12
7.209000e-01,0.3
7.209200e-01,0.46
7.209400e-01,0.18
7.209600e-01,-0.18
7.209800e-01,-0.3
7.210000e-01,-0.18
7.210200e-01,0.1
7.210400e-01,0.3
7.210600e-01,0.28
7.210800e-01,0.1
7.211000e-01,-0.12
7.211200e-01,-0.2
7.211400e-01,-0.28
7.211600e-01,-0.22
7.211800e-01,0.1
7.212000e-01,0.46
7.212200e-01,0.48
7.212400e-01,-0.06
7.212600e-01,-0.56
7.212800e-01,-0.5
7.213000e-01,0.02
7.213200e-01,0.52
7.213400e-01,0.62
7.213600e-01,0.32
7.213800e-01,-0.24
7.214000e-01,-0.66
7.214200e-01,-0.56
7.214400e-01,-0.06
7.214600e-01,0.5
7.214800e-01,0.58
7.215000e-01,0.32
7.215200e-01,-0.04
7.215400e-01,-0.34
7.215600e-01,-0.44
7.215800e-01,-0.12
7.216000e-01,0.2
7.216200e-01,0.38
7.216400e-01,0.2
7.216600e-01,-0.12
7.216800e-01,-0.3
7.217000e-01,-0.12
7.217200e-01,0.1
7.217400e-01,0.08
7.217600e-01,-0.04
7.217800e-01,-0.02
7.218000e-01,0.12
7.218200e-01,0.24
7.218400e-01,0.18
7.218600e-01,-0.04
7.218800e-01,-0.24
7.219000e-01,-0.2
7.219200e-01,-0.04
7.219400e-01,0.06
7.219600e-01,-1.11022e-16
7.219800e-01,-0.14
7.220000e-01,-0.08
7.220200e-01,0.24
7.220400e-01,0.44
7.220600e-01,0.28
7.220800e-01,-0.14
7.221000e-01,-0.48
7.221200e-01,-0.38
7.221400e-01,-0.02
7.221600e-01,0.16
7.221800e-01,0.22
7.222000e-01,0.22
7.222200e-01,0.24
7.222400e-01,0.1
7.222600e-01,-0.28
7.222800e-01,-0.56
7.223000e-01,-0.36
7.223200e-01,0.18
7.223400e-01,0.64
7.223600e-01,0.58
7.223800e-01,0.1
7.224000e-01,-0.46
7.224200e-01,-0.52
7.224400e-01,-0.24
7.224600e-01,0.18
7.224800e-01,0.36
7.225000e-01,0.28
7.225200e-01,-1.11022e-16
7.225400e-01,-0.08
7.225600e-01,-0.04
7.225800e-01,0.14
7.226000e-01,0.22
7.226200e-01,0.14
7.226400e-01,-0.02
7.226600e-01,-0.24
7.226800e-01,-0.42
7.227000e-01,-0.3
7.227200e-01,0.18
7.227400e-01,0.56
7.227600e-01,0.48
7.227800e-01,-0.06
7.228000e-01,-0.48
7.228200e-01,-0.44
7.228400e-01,-0.14
7.228600e-01,0.22
7.228800e-01,0.42
7.229000e-01,0.46
7.229200e-01,0.1
7.229400e-01,-0.26
7.229600e-01,-0.4
7.229800e-01,-0.22
7.230000e-01,0.08
7.230200e-01,0.26
7.230400e-01,0.24
7.230600e-01,0.14
7.230800e-01,-0.06
7.231000e-01,-0.4
7.231200e-01,-0.46
7.231400e-01,-0.12
7.231600e-01,0.5
7.231800e-01,0.76
7.232000e-01,0.38
7.232200e-01,-0.32
7.232400e-01,-0.8
7.232600e-01,-0.7
7.232800e-01,-0.06
7.233000e-01,0.62
7.233200e-01,0.84
7.233400e-01,0.34
7.233600e-01,-0.4
7.233800e-01,-0.7
7.234000e-01,-0.26
7.234200e-01,0.32
7.234400e-01,0.56
7.234600e-01,0.38
7.234800e-01,-0.08
7.235000e-01,-0.54
7.235200e-01,-0.7
7.235400e-01,-0.34
7.235600e-01,0.38
7.235800e-01,0.86
7.236000e-01,0.68
7.236200e-01,-1.11022e-16
7.236400e-01,-0.6
7.236600e-01,-0.82
7.236800e-01,-0.52
7.237000e-01,0.08
7.237200e-01,0.68
7.237400e-01,0.9
7.237600e-01,0.52
7.237800e-01,-0.34
7.238000e-01,-0.9
7.238200e-01,-0.7
7.238400e-01,-1.11022e-16
7.238600e-01,0.58
7.238800e-01,0.7
7.239000e-01,0.4
7.239200e-01,-0.08
7.239400e-01,-0.56
7.239600e-01,-0.6
7.239800e-01,-0.16
7.240000e-01,0.48
7.240200e-01,0.56
7.240400e-01,0.1
7.240600e-01,-0.3
7.240800e-01,-0.24
7.241000e-01,-0.02
7.241200e-01,0.18
7.241400e-01,0.2
7.241600e-01,0.16
7.241800e-01,-0.12
7.242000e-01,-0.22
7.242200e-01,-0.08
7.242400e-01,0.16
7.242600e-01,0.18
7.242800e-01,-0.08
7.243000e-01,-0.28
7.243200e-01,-0.2
7.243400e-01,-0.02
7.243600e-01,0.1
7.243800e-01,0.14
7.244000e-01,0.22
7.244200e-01,0.24
7.244400e-01,0.22
7.244600e-01,0.06
7.244800e-01,-0.2
7.245000e-01,-0.42
7.245200e-01,-0.42
7.245400e-01,-0.06
7.245600e-01,0.46
7.245800e-01,0.62
7.246000e-01,0.26
7.246200e-01,-0.24
7.246400e-01,-0.46
7.246600e-01,-0.28
7.246800e-01,-0.02
7.247000e-01,0.08
7.247200e-01,0.2
7.247400e-01,0.4
7.247600e-01,0.5
7.247800e-01,0.14
7.248000e-01,-0.46
7.248200e-01,-0.78
7.248400e-01,-0.52
7.248600e-01,0.08
7.248800e-01,0.54
7.249000e-01,0.64
7.249200e-01,0.38
7.249400e-01,-0.12
7.249600e-01,-0.58
7.249800e-01,-0.5
7.250000e-01,-0.02
7.250200e-01,0.5
7.250400e-01,0.54
7.250600e-01,0.16
7.250800e-01,-0.28
7.251000e-01,-0.5
7.251200e-01,-0.32
7.251400e-01,0.16
7.251600e-01,0.58
7.251800e-01,0.58
7.252000e-01,0.1
7.252200e-01,-0.46
7.252400e-01,-0.66
7.252600e-01,-0.34
7.252800e-01,0.14
7.253000e-01,0.38
7.253200e-01,0.42
7.253400e-01,0.22
7.253600e-01,-0.02
7.253800e-01,-0.44
7.254000e-01,-0.54
7.254200e-01,-0.06
7.254400e-01,0.56
7.254600e-01,0.62
7.254800e-01,0.2
7.255000e-01,-0.38
7.255200e-01,-0.56
7.255400e-01,-0.28
7.255600e-01,0.14
7.255800e-01,0.4
7.256000e-01,0.28
7.256200e-01,-0.16
7.256400e-01,-0.52
7.256600e-01,-0.22
7.256800e-01,0.4
7.257000e-01,0.66
7.257200e-01,0.24
7.257400e-01,-0.46
7.257600e-01,-0.64
7.257800e-01,-0.14
7.258000e-01,0.52
7.258200e-01,0.7
7.258400e-01,0.18
7.258600e-01,-0.48
7.258800e-01,-0.66
7.259000e-01,-0.28
7.259200e-01,0.36
7.259400e-01,0.62
7.259600e-01,0.38
7.259800e-01,-0.12
7.260000e-01,-0.44
7.260200e-01,-0.34
7.260400e-01,-0.12
7.260600e-01,0.14
7.260800e-01,0.34
7.261000e-01,0.3
7.261200e-01,-0.02
7.261400e-01,-0.34
7.261600e-01,-0.34
7.261800e-01,-1.11022e-16
7.262000e-01,0.32
7.262200e-01,0.46
7.262400e-01,0.28
7.262600e-01,-0.24
7.262800e-01,-0.6
7.263000e-01,-0.38
7.263200e-01,0.24
7.263400e-01,0.64
7.263600e-01,0.46
7.263800e-01,-0.08
7.264000e-01,-0.44
7.264200e-01,-0.54
7.264400e-01,-0.3
7.264600e-01,0.08
7.264800e-01,0.38
7.265000e-01,0.52
7.265200e-01,0.32
7.265400e-01,-0.14
7.265600e-01,-0.52
7.265800e-01,-0.56
7.266000e-01,-0.16
7.266200e-01,0.5
7.266400e-01,0.74
7.266600e-01,0.38
7.266800e-01,-0.38
7.267000e-01,-0.86
7.267200e-01,-0.58
7.267400e-01,0.08
7.267600e-01,0.62
7.267800e-01,0.8
7.268000e-01,0.42
7.268200e-01,-0.24
7.268400e-01,-0.56
7.268600e-01,-0.38
7.268800e-01,0.06
7.269000e-01,0.3
7.269200e-01,0.38
7.269400e-01,0.26
7.269600e-01,-0.12
7.269800e-01,-0.56
7.270000e-01,-0.46
7.270200e-01,0.1
7.270400e-01,0.6
7.270600e-01,0.54
7.270800e-01,0.02
7.271000e-01,-0.34
7.271200e-01,-0.38
7.271400e-01,-0.18
7.271600e-01,0.12
7.271800e-01,0.28
7.272000e-01,0.28
7.272200e-01,0.14
7.272400e-01,-0.16
7.272600e-01,-0.4
7.272800e-01,-0.34
7.273000e-01,0.04
7.273200e-01,0.46
7.273400e-01,0.52
7.273600e-01,0.28
7.273800e-01,-0.08
7.274000e-01,-0.5
7.274200e-01,-0.68
7.274400e-01,-0.2
7.274600e-01,0.5
7.274800e-01,0.8
7.275000e-01,0.36
7.275200e-01,-0.32
7.275400e-01,-0.64
7.275600e-01,-0.46
7.275800e-01,0.08
7.276000e-01,0.46
7.276200e-01,0.36
7.276400e-01,-1.11022e-16
7.276600e-01,-0.22
7.276800e-01,-0.26
7.277000e-01,-0.14
7.277200e-01,0.04
7.277400e-01,0.24
7.277600e-01,0.42
7.277800e-01,0.2
7.278000e-01,-0.3
7.278200e-01,-0.52
7.278400e-01,-0.4
7.278600e-01,0.06
7.278800e-01,0.6
7.279000e-01,0.76
7.279200e-01,0.32
7.279400e-01,-0.46
7.279600e-01,-0.76
7.279800e-01,-0.4
7.280000e-01,0.18
7.280200e-01,0.42
7.280400e-01,0.16
7.280600e-01,-0.08
7.280800e-01,-0.08
7.281000e-01,0.14
7.281200e-01,0.3
7.281400e-01,0.2
7.281600e-01,-0.14
7.281800e-01,-0.52
7.282000e-01,-0.4
7.282200e-01,0.06
7.282400e-01,0.42
7.282600e-01,0.38
7.282800e-01,0.14
7.283000e-01,-0.06
7.283200e-01,-0.12
7.283400e-01,-0.22
7.283600e-01,-0.2
7.283800e-01,-0.1
7.284000e-01,0.12
7.284200e-01,0.32
7.284400e-01,0.24
7.284600e-01,-0.04
7.284800e-01,-0.22
7.285000e-01,-0.16
7.285200e-01,0.04
7.285400e-01,0.16
7.285600e-01,0.02
7.285800e-01,-0.22
7.286000e-01,-0.28
7.286200e-01,-0.04
7.286400e-01,0.36
7.286600e-01,0.44
7.286800e-01,0.08
7.287000e-01,-0.32
7.287200e-01,-0.4
7.287400e-01,-0.18
7.287600e-01,0.12
7.287800e-01,0.26
7.288000e-01,0.24
7.288200e-01,0.08
7.288400e-01,-0.18
7.288600e-01,-0.36
7.288800e-01,-0.22
7.289000e-01,0.12
7.289200e-01,0.44
7.289400e-01,0.28
7.289600e-01,-0.12
7.289800e-01,-0.38
7.290000e-01,-0.32
7.290200e-01,-0.02
7.290400e-01,0.24
7.290600e-01,0.32
7.290800e-01,0.18
7.291000e-01,-0.24
7.291200e-01,-0.54
7.291400e-01,-0.32
7.291600e-01,0.24
7.291800e-01,0.56
7.292000e-01,0.38
7.292200e-01,-0.02
7.292400e-01,-0.3
7.292600e-01,-0.24
7.292800e-01,-0.06
7.293000e-01,-0.04
7.293200e-01,-1.11022e-16
7.293400e-01,-1.11022e-16
7.293600e-01,0.08
7.293800e-01,0.22
7.294000e-01,0.26
7.294200e-01,0.1
7.294400e-01,-0.28
7.294600e-01,-0.46
7.294800e-01,-0.24
7.295000e-01,0.2
7.295200e-01,0.34
7.295400e-01,0.12
7.295600e-01,-0.06
7.295800e-01,0.08
7.296000e-01,0.08
7.296200e-01,-0.04
7.296400e-01,-0.32
7.296600e-01,-0.38
7.296800e-01,-0.12
7.297000e-01,0.2
7.297200e-01,0.44
7.297400e-01,0.48
7.297600e-01,0.22
7.297800e-01,-0.3
7.298000e-01,-0.66
7.298200e-01,-0.44
7.298400e-01,0.14
7.298600e-01,0.44
