Model,MDO4014B-3
1.081260e+00,0
1.081270e+00,0.2
1.081280e+00,0.2
1.081290e+00,0.16
1.081300e+00,0.08
1.081310e+00,0.12
1.081320e+00,0.12
1.081330e+00,0
1.081340e+00,-0.08
1.081350e+00,-0.16
1.081360e+00,-0.24
1.081370e+00,-0.2
1.081380e+00,-0.12
1.081390e+00,0.04
1.081400e+00,0.12
1.081410e+00,0.12
1.081420e+00,0
1.081430e+00,0.04
1.081440e+00,0.12
1.081450e+00,0.08
1.081460e+00,0
1.081470e+00,-0.08
1.081480e+00,-0.16
1.081490e+00,-0.2
1.081500e+00,-0.24
1.081510e+00,-0.08
1.081520e+00,0
1.081530e+00,0.08
1.081540e+00,0
1.081550e+00,-0.04
1.081560e+00,0
1.081570e+00,0.12
1.081580e+00,0.04
1.081590e+00,0
1.081600e+00,-0.04
1.081610e+00,-0.08
1.081620e+00,-0.04
1.081630e+00,0
1.081640e+00,0.08
1.081650e+00,0.12
1.081660e+00,0.04
1.081670e+00,-0.04
1.081680e+00,-0.08
1.081690e+00,-0.04
1.081700e+00,0.04
1.081710e+00,0.04
1.081720e+00,-0.04
1.081730e+00,-0.12
1.081740e+00,-0.12
1.081750e+00,-0.16
1.081760e+00,-0.08
1.081770e+00,0
1.081780e+00,0.12
1.081790e+00,0.08
1.081800e+00,0.04
1.081810e+00,0.04
1.081820e+00,0.12
1.081830e+00,0.08
1.081840e+00,0
1.081850e+00,-0.12
1.081860e+00,-0.12
1.081870e+00,-0.16
1.081880e+00,-0.12
1.081890e+00,-0.04
1.081900e+00,0
1.081910e+00,0.08
1.081920e+00,0.04
1.081930e+00,0
1.081940e+00,0.08
1.081950e+00,0.16
1.081960e+00,0.04
1.081970e+00,-0.04
1.081980e+00,-0.16
1.081990e+00,-0.24
1.082000e+00,-0.24
1.082010e+00,-0.08
1.082020e+00,0.08
1.082030e+00,0.2
1.082040e+00,0.2
1.082050e+00,0.08
1.082060e+00,0.04
1.082070e+00,0.08
1.082080e+00,0.08
1.082090e+00,-0.04
1.082100e+00,-0.12
1.082110e+00,-0.24
1.082120e+00,-0.24
1.082130e+00,-0.12
1.082140e+00,0
1.082150e+00,0.16
1.082160e+00,0.2
1.082170e+00,0.08
1.082180e+00,0
1.082190e+00,0.04
1.082200e+00,0.08
1.082210e+00,0
1.082220e+00,-0.08
1.082230e+00,-0.12
1.082240e+00,-0.24
1.082250e+00,-0.2
1.082260e+00,-0.04
1.082270e+00,0.08
1.082280e+00,0.12
1.082290e+00,0.08
1.082300e+00,0.08
1.082310e+00,0.16
1.082320e+00,0.28
1.082330e+00,0.28
1.082340e+00,0.08
1.082350e+00,-0.08
1.082360e+00,-0.24
1.082370e+00,-0.32
1.082380e+00,-0.28
1.082390e+00,-0.12
1.082400e+00,0
1.082410e+00,0.12
1.082420e+00,0.16
1.082430e+00,0.12
1.082440e+00,0.16
1.082450e+00,0.24
1.082460e+00,0.12
1.082470e+00,0
1.082480e+00,-0.08
1.082490e+00,-0.16
1.082500e+00,-0.2
1.082510e+00,-0.08
1.082520e+00,0.04
1.082530e+00,0.08
1.082540e+00,0
1.082550e+00,-0.04
1.082560e+00,-0.04
1.082570e+00,0.04
1.082580e+00,0.12
1.082590e+00,0.04
1.082600e+00,0
1.082610e+00,-0.04
1.082620e+00,-0.12
1.082630e+00,-0.12
1.082640e+00,-0.04
1.082650e+00,0.08
1.082660e+00,0.12
1.082670e+00,0.08
1.082680e+00,0.04
1.082690e+00,0.16
1.082700e+00,0.2
1.082710e+00,0.08
1.082720e+00,-0.04
1.082730e+00,-0.24
1.082740e+00,-0.32
1.082750e+00,-0.24
1.082760e+00,-0.16
1.082770e+00,0
1.082780e+00,0.12
1.082790e+00,0.12
1.082800e+00,0.12
1.082810e+00,0.04
1.082820e+00,0.08
1.082830e+00,0.12
1.082840e+00,0.08
1.082850e+00,0
1.082860e+00,-0.04
1.082870e+00,-0.08
1.082880e+00,-0.12
1.082890e+00,-0.08
1.082900e+00,-0.04
1.082910e+00,0
1.082920e+00,0
1.082930e+00,-0.04
1.082940e+00,0.08
1.082950e+00,0.12
1.082960e+00,0.12
1.082970e+00,0
1.082980e+00,-0.08
1.082990e+00,-0.16
1.083000e+00,-0.12
1.083010e+00,-0.04
1.083020e+00,0
1.083030e+00,0
1.083040e+00,0
1.083050e+00,-0.04
1.083060e+00,0
1.083070e+00,0.16
1.083080e+00,0.2
1.083090e+00,0.2
1.083100e+00,0
1.083110e+00,-0.12
1.083120e+00,-0.24
1.083130e+00,-0.32
1.083140e+00,-0.2
1.083150e+00,0
1.083160e+00,0.12
1.083170e+00,0.12
1.083180e+00,0.08
1.083190e+00,0.08
1.083200e+00,0.12
1.083210e+00,0.04
1.083220e+00,-0.04
1.083230e+00,-0.08
1.083240e+00,-0.12
1.083250e+00,-0.12
1.083260e+00,-0.08
1.083270e+00,0
1.083280e+00,0.12
1.083290e+00,0.12
1.083300e+00,0.04
1.083310e+00,0.04
1.083320e+00,0.04
1.083330e+00,0.08
1.083340e+00,0
1.083350e+00,-0.04
1.083360e+00,-0.12
1.083370e+00,-0.16
1.083380e+00,-0.16
1.083390e+00,-0.12
1.083400e+00,0.04
1.083410e+00,0.16
1.083420e+00,0.2
1.083430e+00,0.08
1.083440e+00,0.08
1.083450e+00,0.12
1.083460e+00,0.08
1.083470e+00,0
1.083480e+00,-0.16
1.083490e+00,-0.2
1.083500e+00,-0.24
1.083510e+00,-0.12
1.083520e+00,0
1.083530e+00,0.12
1.083540e+00,0.16
1.083550e+00,0.12
1.083560e+00,0
1.083570e+00,0.08
1.083580e+00,0.2
1.083590e+00,0
1.083600e+00,-0.08
1.083610e+00,-0.16
1.083620e+00,-0.2
1.083630e+00,-0.12
1.083640e+00,-0.08
1.083650e+00,0.08
1.083660e+00,0.24
1.083670e+00,0.16
1.083680e+00,0.08
1.083690e+00,0
1.083700e+00,0
1.083710e+00,0.04
1.083720e+00,-0.04
1.083730e+00,-0.08
1.083740e+00,-0.04
1.083750e+00,-0.16
1.083760e+00,-0.12
1.083770e+00,-0.04
1.083780e+00,0.08
1.083790e+00,0.12
1.083800e+00,0.2
1.083810e+00,0.2
1.083820e+00,0.2
1.083830e+00,0.2
1.083840e+00,0.08
1.083850e+00,-0.04
1.083860e+00,-0.16
1.083870e+00,-0.28
1.083880e+00,-0.24
1.083890e+00,-0.16
1.083900e+00,-0.08
1.083910e+00,0.08
1.083920e+00,0.12
1.083930e+00,0.08
1.083940e+00,0.12
1.083950e+00,0.16
1.083960e+00,0.2
1.083970e+00,0.12
1.083980e+00,-0.04
1.083990e+00,-0.16
1.084000e+00,-0.28
1.084010e+00,-0.24
1.084020e+00,-0.16
1.084030e+00,0
1.084040e+00,0.12
1.084050e+00,0.12
1.084060e+00,0.08
1.084070e+00,0.2
1.084080e+00,0.28
1.084090e+00,0.16
1.084100e+00,0
1.084110e+00,-0.16
1.084120e+00,-0.28
1.084130e+00,-0.28
1.084140e+00,-0.16
1.084150e+00,0
1.084160e+00,0.12
1.084170e+00,0.12
1.084180e+00,0.04
1.084190e+00,0.08
1.084200e+00,0.2
1.084210e+00,0.28
1.084220e+00,0.2
1.084230e+00,0
1.084240e+00,-0.12
1.084250e+00,-0.28
1.084260e+00,-0.32
1.084270e+00,-0.24
1.084280e+00,-0.04
1.084290e+00,0.08
1.084300e+00,0.12
1.084310e+00,0.08
1.084320e+00,0.12
1.084330e+00,0.24
1.084340e+00,0.16
1.084350e+00,0.08
1.084360e+00,0
1.084370e+00,-0.04
1.084380e+00,-0.08
1.084390e+00,-0.12
1.084400e+00,-0.08
1.084410e+00,-0.04
1.084420e+00,-0.04
1.084430e+00,0.04
1.084440e+00,0
1.084450e+00,0.08
1.084460e+00,0.16
1.084470e+00,0.16
1.084480e+00,0.04
1.084490e+00,-0.08
1.084500e+00,-0.16
1.084510e+00,-0.16
1.084520e+00,-0.12
1.084530e+00,0
1.084540e+00,0.08
1.084550e+00,0.16
1.084560e+00,0.08
1.084570e+00,0.12
1.084580e+00,0.24
1.084590e+00,0.16
1.084600e+00,0.04
1.084610e+00,-0.04
1.084620e+00,-0.12
1.084630e+00,-0.12
1.084640e+00,-0.12
1.084650e+00,-0.04
1.084660e+00,0.04
1.084670e+00,0.04
1.084680e+00,0.04
1.084690e+00,0.04
1.084700e+00,0.12
1.084710e+00,0.16
1.084720e+00,0.16
1.084730e+00,0
1.084740e+00,-0.08
1.084750e+00,-0.2
1.084760e+00,-0.24
1.084770e+00,-0.16
1.084780e+00,0
1.084790e+00,0.08
1.084800e+00,0.12
1.084810e+00,0.08
1.084820e+00,0.08
1.084830e+00,0.2
1.084840e+00,0.12
1.084850e+00,0.08
1.084860e+00,-0.04
1.084870e+00,-0.04
1.084880e+00,-0.08
1.084890e+00,-0.08
1.084900e+00,0
1.084910e+00,0.16
1.084920e+00,0.2
1.084930e+00,0.08
1.084940e+00,0.04
1.084950e+00,0
1.084960e+00,0.08
1.084970e+00,0
1.084980e+00,-0.04
1.084990e+00,-0.12
1.085000e+00,-0.16
1.085010e+00,-0.16
1.085020e+00,-0.04
1.085030e+00,0.12
1.085040e+00,0.24
1.085050e+00,0.24
1.085060e+00,0.16
1.085070e+00,0.12
1.085080e+00,0.12
1.085090e+00,0.2
1.085100e+00,0.08
1.085110e+00,-0.04
1.085120e+00,-0.12
1.085130e+00,-0.24
1.085140e+00,-0.2
1.085150e+00,-0.12
1.085160e+00,0
1.085170e+00,0.16
1.085180e+00,0.08
1.085190e+00,0.12
1.085200e+00,0.16
1.085210e+00,0.2
1.085220e+00,0.16
1.085230e+00,0
1.085240e+00,-0.12
1.085250e+00,-0.24
1.085260e+00,-0.24
1.085270e+00,-0.12
1.085280e+00,-0.04
1.085290e+00,0.12
1.085300e+00,0.12
1.085310e+00,0.04
1.085320e+00,0.04
1.085330e+00,0.12
1.085340e+00,0.12
1.085350e+00,0.08
1.085360e+00,-0.04
1.085370e+00,-0.12
1.085380e+00,-0.16
1.085390e+00,-0.12
1.085400e+00,0
1.085410e+00,0.12
1.085420e+00,0.16
1.085430e+00,0.16
1.085440e+00,0.04
1.085450e+00,0.08
1.085460e+00,0.16
1.085470e+00,0.12
1.085480e+00,0
1.085490e+00,-0.08
1.085500e+00,-0.12
1.085510e+00,-0.2
1.085520e+00,-0.16
1.085530e+00,0
1.085540e+00,0.12
1.085550e+00,0.2
1.085560e+00,0.2
1.085570e+00,0.16
1.085580e+00,0.2
1.085590e+00,0.2
1.085600e+00,0.12
1.085610e+00,0
1.085620e+00,-0.12
1.085630e+00,-0.12
1.085640e+00,-0.16
1.085650e+00,-0.12
1.085660e+00,0
1.085670e+00,0.04
1.085680e+00,0.08
1.085690e+00,0
1.085700e+00,0.04
1.085710e+00,0.12
1.085720e+00,0.2
1.085730e+00,0.08
1.085740e+00,-0.04
1.085750e+00,-0.08
1.085760e+00,-0.12
1.085770e+00,-0.04
1.085780e+00,0.08
1.085790e+00,0.16
1.085800e+00,0.16
1.085810e+00,0.08
1.085820e+00,-0.04
1.085830e+00,0
1.085840e+00,0.08
1.085850e+00,0.08
1.085860e+00,0
1.085870e+00,-0.04
1.085880e+00,-0.12
1.085890e+00,-0.16
1.085900e+00,-0.08
1.085910e+00,0
1.085920e+00,0.12
1.085930e+00,0.16
1.085940e+00,0.12
1.085950e+00,0.04
1.085960e+00,0.16
1.085970e+00,0.08
1.085980e+00,0.04
1.085990e+00,-0.08
1.086000e+00,-0.16
1.086010e+00,-0.24
1.086020e+00,-0.2
1.086030e+00,-0.08
1.086040e+00,0.08
1.086050e+00,0.24
1.086060e+00,0.2
1.086070e+00,0.16
1.086080e+00,0.12
1.086090e+00,0.12
1.086100e+00,0.08
1.086110e+00,-0.04
1.086120e+00,-0.12
1.086130e+00,-0.2
1.086140e+00,-0.2
1.086150e+00,-0.08
1.086160e+00,0
1.086170e+00,0.12
1.086180e+00,0.16
1.086190e+00,0.12
1.086200e+00,0.12
1.086210e+00,0.16
1.086220e+00,0.16
1.086230e+00,0.04
1.086240e+00,-0.08
1.086250e+00,-0.2
1.086260e+00,-0.24
1.086270e+00,-0.2
1.086280e+00,-0.04
1.086290e+00,0.04
1.086300e+00,0.08
1.086310e+00,0.08
1.086320e+00,0
1.086330e+00,0.04
1.086340e+00,0.12
1.086350e+00,0.16
1.086360e+00,0.08
1.086370e+00,-0.04
1.086380e+00,-0.16
1.086390e+00,-0.24
1.086400e+00,-0.16
1.086410e+00,-0.04
1.086420e+00,0.08
1.086430e+00,0.12
1.086440e+00,0.12
1.086450e+00,0.04
1.086460e+00,0.12
1.086470e+00,0.16
1.086480e+00,0.04
1.086490e+00,-0.04
1.086500e+00,-0.2
1.086510e+00,-0.32
1.086520e+00,-0.24
1.086530e+00,-0.12
1.086540e+00,0
1.086550e+00,0
1.086560e+00,0.08
1.086570e+00,0
1.086580e+00,0.08
1.086590e+00,0.16
1.086600e+00,0.2
1.086610e+00,0.08
1.086620e+00,-0.04
1.086630e+00,-0.16
1.086640e+00,-0.24
1.086650e+00,-0.2
1.086660e+00,-0.04
1.086670e+00,0.04
1.086680e+00,0.08
1.086690e+00,0.12
1.086700e+00,0
1.086710e+00,0.08
1.086720e+00,0.12
1.086730e+00,0.12
1.086740e+00,-0.04
1.086750e+00,-0.12
1.086760e+00,-0.24
1.086770e+00,-0.28
1.086780e+00,-0.16
1.086790e+00,-0.04
1.086800e+00,0.08
1.086810e+00,0.12
1.086820e+00,0.08
1.086830e+00,0.12
1.086840e+00,0.16
1.086850e+00,0.12
1.086860e+00,0.08
1.086870e+00,-0.04
1.086880e+00,-0.16
1.086890e+00,-0.28
1.086900e+00,-0.24
1.086910e+00,-0.12
1.086920e+00,0
1.086930e+00,0.08
1.086940e+00,0.08
1.086950e+00,0
1.086960e+00,0.08
1.086970e+00,0.12
1.086980e+00,0.08
1.086990e+00,-0.04
1.087000e+00,-0.12
1.087010e+00,-0.24
1.087020e+00,-0.24
1.087030e+00,-0.16
1.087040e+00,0
1.087050e+00,0.08
1.087060e+00,0.08
1.087070e+00,0
1.087080e+00,0
1.087090e+00,0.12
1.087100e+00,0.12
1.087110e+00,0.04
1.087120e+00,-0.04
1.087130e+00,-0.04
1.087140e+00,-0.12
1.087150e+00,-0.12
1.087160e+00,-0.08
1.087170e+00,-0.04
1.087180e+00,0
1.087190e+00,0
1.087200e+00,0
1.087210e+00,0.08
1.087220e+00,0.2
1.087230e+00,0.12
1.087240e+00,0
1.087250e+00,-0.12
1.087260e+00,-0.24
1.087270e+00,-0.24
1.087280e+00,-0.12
1.087290e+00,-0.04
1.087300e+00,0
1.087310e+00,0
1.087320e+00,-0.04
1.087330e+00,-0.04
1.087340e+00,0.04
1.087350e+00,0.08
1.087360e+00,0.08
1.087370e+00,-0.04
1.087380e+00,-0.12
1.087390e+00,-0.16
1.087400e+00,-0.16
1.087410e+00,-0.04
1.087420e+00,0.08
1.087430e+00,0.12
1.087440e+00,0.08
1.087450e+00,0
1.087460e+00,0
1.087470e+00,0.12
1.087480e+00,0.08
1.087490e+00,-0.04
1.087500e+00,-0.16
1.087510e+00,-0.24
1.087520e+00,-0.24
1.087530e+00,-0.08
1.087540e+00,0.04
1.087550e+00,0.12
1.087560e+00,0.12
1.087570e+00,0
1.087580e+00,-0.04
1.087590e+00,-0.04
1.087600e+00,0.08
1.087610e+00,0
1.087620e+00,-0.04
1.087630e+00,-0.08
1.087640e+00,-0.24
1.087650e+00,-0.24
1.087660e+00,-0.08
1.087670e+00,0
1.087680e+00,0.04
1.087690e+00,0
1.087700e+00,-0.08
1.087710e+00,-0.04
1.087720e+00,0.04
1.087730e+00,0
1.087740e+00,-0.04
1.087750e+00,-0.08
1.087760e+00,-0.12
1.087770e+00,-0.12
1.087780e+00,-0.08
1.087790e+00,0
1.087800e+00,0.08
1.087810e+00,0.08
1.087820e+00,0
1.087830e+00,0
1.087840e+00,0.12
1.087850e+00,0.08
1.087860e+00,0
1.087870e+00,-0.12
1.087880e+00,-0.28
1.087890e+00,-0.28
1.087900e+00,-0.28
1.087910e+00,-0.08
1.087920e+00,0.08
1.087930e+00,0.24
1.087940e+00,0.24
1.087950e+00,0.16
1.087960e+00,0.12
1.087970e+00,0.12
1.087980e+00,0
1.087990e+00,-0.12
1.088000e+00,-0.24
1.088010e+00,-0.32
1.088020e+00,-0.32
1.088030e+00,-0.08
1.088040e+00,0
1.088050e+00,0.16
1.088060e+00,0.12
1.088070e+00,0.08
1.088080e+00,0
1.088090e+00,0.04
1.088100e+00,0.16
1.088110e+00,0.12
1.088120e+00,0
1.088130e+00,-0.12
1.088140e+00,-0.24
1.088150e+00,-0.28
1.088160e+00,-0.24
1.088170e+00,-0.04
1.088180e+00,0.04
1.088190e+00,0.08
1.088200e+00,0.08
1.088210e+00,0.04
1.088220e+00,0.12
1.088230e+00,0.08
1.088240e+00,-0.04
1.088250e+00,-0.16
1.088260e+00,-0.2
1.088270e+00,-0.08
1.088280e+00,-0.08
1.088290e+00,0.04
1.088300e+00,0.08
1.088310e+00,0.12
1.088320e+00,0.04
1.088330e+00,0
1.088340e+00,0.04
1.088350e+00,0.12
1.088360e+00,0.04
1.088370e+00,-0.04
1.088380e+00,-0.16
1.088390e+00,-0.32
1.088400e+00,-0.28
1.088410e+00,-0.12
1.088420e+00,0.04
1.088430e+00,0.2
1.088440e+00,0.2
1.088450e+00,0.12
1.088460e+00,0
1.088470e+00,0.08
1.088480e+00,0.12
1.088490e+00,0
1.088500e+00,-0.12
1.088510e+00,-0.24
1.088520e+00,-0.24
1.088530e+00,-0.2
1.088540e+00,-0.04
1.088550e+00,0.08
1.088560e+00,0.16
1.088570e+00,0.12
1.088580e+00,0
1.088590e+00,0
1.088600e+00,0.04
1.088610e+00,-0.04
1.088620e+00,-0.08
1.088630e+00,-0.12
1.088640e+00,-0.2
1.088650e+00,-0.12
1.088660e+00,-0.04
1.088670e+00,0.12
1.088680e+00,0.16
1.088690e+00,0.12
1.088700e+00,-0.04
1.088710e+00,-0.08
1.088720e+00,0
1.088730e+00,0.08
1.088740e+00,-0.04
1.088750e+00,-0.12
1.088760e+00,-0.16
1.088770e+00,-0.28
1.088780e+00,-0.24
1.088790e+00,-0.04
1.088800e+00,0.08
1.088810e+00,0.12
1.088820e+00,0.08
1.088830e+00,0.04
1.088840e+00,0.08
1.088850e+00,0.16
1.088860e+00,0.04
1.088870e+00,-0.04
1.088880e+00,-0.2
1.088890e+00,-0.28
1.088900e+00,-0.32
1.088910e+00,-0.28
1.088920e+00,-0.08
1.088930e+00,0.08
1.088940e+00,0.2
1.088950e+00,0.12
1.088960e+00,0.04
1.088970e+00,0.08
1.088980e+00,0.12
1.088990e+00,0
1.089000e+00,-0.12
1.089010e+00,-0.24
1.089020e+00,-0.24
1.089030e+00,-0.16
1.089040e+00,0
1.089050e+00,0.12
1.089060e+00,0.2
1.089070e+00,0.12
1.089080e+00,0.04
1.089090e+00,0
1.089100e+00,0
1.089110e+00,-0.04
1.089120e+00,-0.08
1.089130e+00,-0.16
1.089140e+00,-0.24
1.089150e+00,-0.12
1.089160e+00,-0.08
1.089170e+00,0.08
1.089180e+00,0.16
1.089190e+00,0.2
1.089200e+00,0.08
1.089210e+00,-0.04
1.089220e+00,0.04
1.089230e+00,0.12
1.089240e+00,0.12
1.089250e+00,-0.04
1.089260e+00,-0.24
1.089270e+00,-0.28
1.089280e+00,-0.28
1.089290e+00,-0.12
1.089300e+00,-0.04
1.089310e+00,0.12
1.089320e+00,0.08
1.089330e+00,0
1.089340e+00,0
1.089350e+00,0.08
1.089360e+00,0.12
1.089370e+00,0.08
1.089380e+00,-0.04
1.089390e+00,-0.16
1.089400e+00,-0.24
1.089410e+00,-0.28
1.089420e+00,-0.16
1.089430e+00,0
1.089440e+00,0.08
1.089450e+00,0.12
1.089460e+00,0
1.089470e+00,0.04
1.089480e+00,0
1.089490e+00,-0.04
1.089500e+00,-0.12
1.089510e+00,-0.24
1.089520e+00,-0.16
1.089530e+00,-0.24
1.089540e+00,-0.12
1.089550e+00,0
1.089560e+00,0.12
1.089570e+00,0.12
1.089580e+00,0
1.089590e+00,0
1.089600e+00,0.04
1.089610e+00,0.08
1.089620e+00,0.04
1.089630e+00,-0.08
1.089640e+00,-0.16
1.089650e+00,-0.32
1.089660e+00,-0.24
1.089670e+00,-0.12
1.089680e+00,0
1.089690e+00,0.16
1.089700e+00,0.12
1.089710e+00,0.08
1.089720e+00,0
1.089730e+00,0.12
1.089740e+00,0.04
1.089750e+00,-0.04
1.089760e+00,-0.12
1.089770e+00,-0.24
1.089780e+00,-0.36
1.089790e+00,-0.28
1.089800e+00,-0.12
1.089810e+00,0.04
1.089820e+00,0.08
1.089830e+00,0.08
1.089840e+00,0.04
1.089850e+00,0.04
1.089860e+00,0.04
1.089870e+00,-0.08
1.089880e+00,-0.2
1.089890e+00,-0.24
1.089900e+00,-0.24
1.089910e+00,-0.12
1.089920e+00,-0.04
1.089930e+00,0.08
1.089940e+00,0.08
1.089950e+00,0.12
1.089960e+00,0
1.089970e+00,0
1.089980e+00,0.08
1.089990e+00,0
1.090000e+00,-0.08
1.090010e+00,-0.16
1.090020e+00,-0.28
1.090030e+00,-0.28
1.090040e+00,-0.2
1.090050e+00,-0.12
1.090060e+00,0.04
1.090070e+00,0.08
1.090080e+00,0.08
1.090090e+00,-0.04
1.090100e+00,0.04
1.090110e+00,0.12
1.090120e+00,0.12
1.090130e+00,-0.04
1.090140e+00,-0.12
1.090150e+00,-0.24
1.090160e+00,-0.32
1.090170e+00,-0.24
1.090180e+00,-0.12
1.090190e+00,-0.04
1.090200e+00,0
1.090210e+00,0
1.090220e+00,0
1.090230e+00,0.12
1.090240e+00,0.08
1.090250e+00,0
1.090260e+00,-0.08
1.090270e+00,-0.24
1.090280e+00,-0.28
1.090290e+00,-0.24
1.090300e+00,-0.08
1.090310e+00,0.08
1.090320e+00,0.08
1.090330e+00,0.04
1.090340e+00,-0.04
1.090350e+00,-0.04
1.090360e+00,0
1.090370e+00,-0.04
1.090380e+00,-0.08
1.090390e+00,-0.12
1.090400e+00,-0.16
1.090410e+00,-0.16
1.090420e+00,-0.12
1.090430e+00,0.04
1.090440e+00,0.12
1.090450e+00,0.16
1.090460e+00,0.04
1.090470e+00,-0.04
1.090480e+00,0
1.090490e+00,0
1.090500e+00,-0.04
1.090510e+00,-0.12
1.090520e+00,-0.2
1.090530e+00,-0.28
1.090540e+00,-0.24
1.090550e+00,-0.12
1.090560e+00,0
1.090570e+00,0.16
1.090580e+00,0.12
1.090590e+00,0.04
1.090600e+00,0.08
1.090610e+00,0.12
1.090620e+00,0.08
1.090630e+00,-0.04
1.090640e+00,-0.2
1.090650e+00,-0.32
1.090660e+00,-0.4
1.090670e+00,-0.28
1.090680e+00,-0.12
1.090690e+00,0.08
1.090700e+00,0.2
1.090710e+00,0.16
1.090720e+00,0.08
1.090730e+00,0.08
1.090740e+00,0.08
1.090750e+00,0
1.090760e+00,-0.12
1.090770e+00,-0.16
1.090780e+00,-0.24
1.090790e+00,-0.2
1.090800e+00,-0.08
1.090810e+00,0.04
1.090820e+00,0.12
1.090830e+00,0
1.090840e+00,-0.04
1.090850e+00,-0.04
1.090860e+00,-0.04
1.090870e+00,0
1.090880e+00,-0.04
1.090890e+00,-0.08
1.090900e+00,-0.08
1.090910e+00,-0.08
1.090920e+00,-0.04
1.090930e+00,0
1.090940e+00,0
1.090950e+00,0.08
1.090960e+00,0
1.090970e+00,0
1.090980e+00,0.08
1.090990e+00,0.2
1.091000e+00,0.04
1.091010e+00,-0.12
1.091020e+00,-0.28
1.091030e+00,-0.4
1.091040e+00,-0.36
1.091050e+00,-0.2
1.091060e+00,0.08
1.091070e+00,0.24
1.091080e+00,0.24
1.091090e+00,0.16
1.091100e+00,0.08
1.091110e+00,0.08
1.091120e+00,0.08
1.091130e+00,-0.04
1.091140e+00,-0.2
1.091150e+00,-0.24
1.091160e+00,-0.32
1.091170e+00,-0.32
1.091180e+00,-0.16
1.091190e+00,0
1.091200e+00,0.12
1.091210e+00,0.16
1.091220e+00,0.08
1.091230e+00,0.08
1.091240e+00,0.08
1.091250e+00,0.04
1.091260e+00,-0.04
1.091270e+00,-0.24
1.091280e+00,-0.32
1.091290e+00,-0.36
1.091300e+00,-0.2
1.091310e+00,-0.04
1.091320e+00,0.12
1.091330e+00,0.08
1.091340e+00,0.04
1.091350e+00,-0.04
1.091360e+00,-0.04
1.091370e+00,-0.04
1.091380e+00,-0.04
1.091390e+00,-0.12
1.091400e+00,-0.24
1.091410e+00,-0.24
1.091420e+00,-0.24
1.091430e+00,-0.08
1.091440e+00,0.04
1.091450e+00,0.2
1.091460e+00,0.2
1.091470e+00,0.08
1.091480e+00,0.04
1.091490e+00,0.12
1.091500e+00,0.04
1.091510e+00,-0.04
1.091520e+00,-0.16
1.091530e+00,-0.24
1.091540e+00,-0.28
1.091550e+00,-0.24
1.091560e+00,-0.08
1.091570e+00,0.04
1.091580e+00,0.08
1.091590e+00,0.04
1.091600e+00,0
1.091610e+00,0.12
1.091620e+00,0.24
1.091630e+00,0.2
1.091640e+00,0.04
1.091650e+00,-0.12
1.091660e+00,-0.28
1.091670e+00,-0.36
1.091680e+00,-0.28
1.091690e+00,-0.08
1.091700e+00,0.04
1.091710e+00,0.12
1.091720e+00,0.08
1.091730e+00,0
1.091740e+00,0.08
1.091750e+00,0.04
1.091760e+00,0
1.091770e+00,-0.04
1.091780e+00,-0.12
1.091790e+00,-0.16
1.091800e+00,-0.12
1.091810e+00,-0.08
1.091820e+00,0
1.091830e+00,0
1.091840e+00,-0.12
1.091850e+00,-0.12
1.091860e+00,-0.04
1.091870e+00,0
1.091880e+00,0
1.091890e+00,-0.04
1.091900e+00,-0.04
1.091910e+00,-0.12
1.091920e+00,-0.12
1.091930e+00,-0.04
1.091940e+00,0.04
1.091950e+00,0.12
1.091960e+00,0.08
1.091970e+00,0
1.091980e+00,-0.04
1.091990e+00,0
1.092000e+00,0
1.092010e+00,-0.08
1.092020e+00,-0.16
1.092030e+00,-0.2
1.092040e+00,-0.24
1.092050e+00,-0.2
1.092060e+00,-0.08
1.092070e+00,0
1.092080e+00,0.04
1.092090e+00,0
1.092100e+00,-0.04
1.092110e+00,-0.04
1.092120e+00,0.04
1.092130e+00,0.08
1.092140e+00,0
1.092150e+00,-0.08
1.092160e+00,-0.24
1.092170e+00,-0.24
1.092180e+00,-0.16
1.092190e+00,-0.04
1.092200e+00,0.08
1.092210e+00,0.04
1.092220e+00,0
1.092230e+00,-0.04
1.092240e+00,-0.04
1.092250e+00,0.08
1.092260e+00,0
1.092270e+00,0
1.092280e+00,-0.08
1.092290e+00,-0.2
1.092300e+00,-0.2
1.092310e+00,-0.12
1.092320e+00,-0.04
1.092330e+00,0
1.092340e+00,0
1.092350e+00,-0.04
1.092360e+00,-0.04
1.092370e+00,0.04
1.092380e+00,0.04
1.092390e+00,-0.04
1.092400e+00,-0.16
1.092410e+00,-0.24
1.092420e+00,-0.2
1.092430e+00,-0.08
1.092440e+00,0.04
1.092450e+00,0.08
1.092460e+00,0.12
1.092470e+00,-0.04
1.092480e+00,-0.12
1.092490e+00,-0.04
1.092500e+00,0
1.092510e+00,0.04
1.092520e+00,0
1.092530e+00,-0.12
1.092540e+00,-0.24
1.092550e+00,-0.28
1.092560e+00,-0.16
1.092570e+00,-0.04
1.092580e+00,0.08
1.092590e+00,0.12
1.092600e+00,0.12
1.092610e+00,0.04
1.092620e+00,0.12
1.092630e+00,0.04
1.092640e+00,-0.08
1.092650e+00,-0.2
1.092660e+00,-0.28
1.092670e+00,-0.32
1.092680e+00,-0.28
1.092690e+00,-0.2
1.092700e+00,0
1.092710e+00,0.12
1.092720e+00,0.08
1.092730e+00,0.12
1.092740e+00,0.08
